customerID,gender,is_male,SeniorCitizen,Partner,has_partner,Dependents,has_dependents,PhoneService,has_phone,InternetService,fiber_optic,OnlineSecurity,has_security,StreamingTV,streams_tv,Contract,is_monthly
6227-HWPWX,Female,0,0,No,0,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
0486-LGCCH,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
0447-BEMNG,Female,0,0,Yes,1,No,0,No,0,DSL,0,Yes,1,No,0,Month-to-month,1
4612-SSVHJ,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5168-MQQCA,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
5949-XIKAE,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
7971-HLVXI,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,"Two year",0
9094-AZPHK,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
3649-JPUGY,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
4472-LVYGI,Female,0,0,Yes,1,Yes,1,No,0,DSL,0,Yes,1,Yes,1,"Two year",0
8372-JUXUI,Male,1,0,No,0,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3552-CTCYF,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
6778-YSNIH,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
0388-EOPEX,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
5756-OZRIO,Male,1,1,Yes,1,No,0,Yes,1,DSL,0,No,0,No,0,"One year",0
6579-JPICP,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
8205-OTCHB,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,No,0,"One year",0
4134-BSXLX,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
0505-SPOOW,Female,0,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
6235-VDHOM,Female,0,1,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
7783-YKGDV,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
4374-YMUSQ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
4513-CXYIX,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,"Two year",0
3957-HHLMR,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"One year",0
7803-XOCCZ,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
5736-YEJAX,Male,1,0,No,0,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
5609-CEBID,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
8981-FJGLA,Male,1,0,No,0,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7218-HKQFK,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
4636-QRJKY,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1135-LMECX,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
4332-MUOEZ,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,No,0,"One year",0
8535-SFUTN,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,Month-to-month,1
5956-VKDTT,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
8677-HDZEE,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
2475-MROZF,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
9412-GHEEC,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
3482-ABPKK,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,"One year",0
6705-LXORM,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
0257-ZESQC,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
7531-GQHME,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
5174-ITUMV,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
4109-CYRBD,Male,1,1,Yes,1,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
0913-XWSCN,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
6825-UYPFK,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
8397-MVTAZ,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
0750-EBAIU,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
8606-CIQUL,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
3571-DPYUH,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
7601-GNDYK,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
0356-OBMAC,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
8067-NIOYM,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
1403-GYAFU,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
4234-XTNEA,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
1297-VQDRP,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
9282-IZGQK,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5348-CAGXB,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
0621-HJWXJ,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5844-QVTAT,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"One year",0
8905-IAZPF,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
5394-MEITZ,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
6859-QNXIQ,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
2782-LFZVW,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
2866-IKBTM,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
1342-JPNKI,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
2817-NTQDO,Male,1,0,No,0,No,0,No,0,DSL,0,Yes,1,Yes,1,Month-to-month,1
7129-AZJDE,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
6986-IJDHX,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
2560-PPCHE,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
4676-MQUEA,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
8138-EALND,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
3580-HYCSP,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
1352-HNSAW,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
2075-PUEPR,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
1982-FEBTD,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
5301-GAUUY,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5791-KAJFD,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"One year",0
2654-VBVPB,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
1154-HYWWO,Male,1,0,No,0,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"One year",0
2501-XWWTZ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3716-UVSPD,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
6815-ABQFQ,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
7343-EOBEU,Male,1,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
3701-SFMUH,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,Month-to-month,1
6103-LIANB,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
7319-VENRZ,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
5846-NEQVZ,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"Two year",0
6967-QIQRV,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
5781-RFZRP,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
0939-YAPAF,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
0308-IVGOK,Female,0,0,No,0,No,0,No,0,DSL,0,No,0,No,0,"One year",0
7293-LSCDV,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
7025-WCBNE,Male,1,1,No,0,No,0,Yes,1,DSL,0,No,0,No,0,"Two year",0
5756-JYOJT,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,"One year",0
4710-FDUIZ,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
6030-REHUX,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
9548-LIGTA,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
5150-LJNSR,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
8270-RKSAP,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
6522-YRBXD,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
2640-LYMOV,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
1218-VKFPE,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
3627-FHKBK,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
2865-TCHJW,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
1423-BMPBQ,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
2393-DIVAI,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
5192-EBGOV,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
4568-KNYWR,Male,1,0,No,0,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
8752-IMQOS,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
0742-LAFQK,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,"Two year",0
0795-LAFGP,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
0619-OLYUR,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
5512-IDZEI,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
0459-SPZHJ,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
0215-BQKGS,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
9244-ZVAPM,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
0719-SYFRB,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
8208-EUMTE,Male,1,0,No,0,No,0,No,0,DSL,0,Yes,1,Yes,1,"Two year",0
5172-MIGPM,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
1710-RCXUS,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
0374-FIUCA,Male,1,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
5839-SUYVZ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5173-ZXXXL,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
1096-ADRUX,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
2001-MCUUW,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
2731-GJRDG,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
4723-BEGSG,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
6516-NKQBO,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
8672-OAUPW,Male,1,0,No,0,Yes,1,Yes,1,DSL,0,No,0,No,0,"One year",0
8207-DMRVL,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
3419-SNJJD,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,Month-to-month,1
6543-CPZMK,Male,1,0,Yes,1,Yes,1,No,0,DSL,0,No,0,No,0,Month-to-month,1
4765-OXPPD,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
2804-ETQDK,Male,1,0,No,0,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
6689-VRRTK,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
7138-GIRSH,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,"Two year",0
9396-ZSFLL,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
6464-KEXXH,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
7134-MJPDY,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
5240-CAOYT,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
4059-IIEBK,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4881-JVQOD,Male,1,1,Yes,1,Yes,1,No,0,DSL,0,No,0,No,0,Month-to-month,1
0516-UXRMT,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,"One year",0
4851-BQDNX,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
5148-HKFIR,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
1009-IRMNA,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
3003-CMDUU,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
5016-IBERQ,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
6797-UCJHZ,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
2469-DTSGX,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
4554-YGZIH,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5099-BAILX,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
9931-KGHOA,Female,0,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
1775-KWJKQ,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
7665-VIGUD,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
9411-TPQQV,Female,0,0,No,0,No,0,No,0,DSL,0,Yes,1,Yes,1,"One year",0
7207-RMRDB,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
7954-MLBUN,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
2077-DDHJK,Female,0,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,"Two year",0
4913-EHYUI,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
0195-IESCP,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
9574-BOSMD,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
4580-TMHJU,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
0970-ETWGE,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
4908-XAXAY,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
8404-VLQFB,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
1626-ERCMM,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
0887-HJGAR,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
2391-IPLOP,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,"One year",0
5644-PDMZC,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3509-GWQGF,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
9576-ANLXO,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
2024-BASKD,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5845-BZZIB,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
1140-UKVZG,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
4160-AMJTL,Female,0,1,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
5183-SNMJQ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
8100-PNJMH,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
7838-LAZFO,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"One year",0
4464-JCOLN,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
2085-JVGAD,Male,1,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
5650-VDUDS,Female,0,0,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
8095-WANWK,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
3030-ZKIWL,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
9565-FLVCG,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"Two year",0
8755-OGKNA,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
2800-VEQXM,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7538-GWHML,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5533-RJFTJ,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
3859-CVCET,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
0214-JHPFW,Female,0,0,Yes,1,No,0,No,0,DSL,0,No,0,Yes,1,"Two year",0
5642-MHDQT,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
3088-FVYWK,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
3276-HDUEG,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
9092-GDZKO,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
0823-HSCDJ,Male,1,1,No,0,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
3729-OWRVL,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
2324-AALNO,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
0822-GAVAP,Female,0,0,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
5760-IFJOZ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
2826-UWHIS,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1448-PWKYE,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7501-IWUNG,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
4957-TREIR,Male,1,0,No,0,No,0,Yes,1,DSL,0,Yes,1,Yes,1,Month-to-month,1
7251-LJBQN,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
8040-MNRTF,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1536-HBSWP,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
5313-FPXWG,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
0067-DKWBL,Male,1,1,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
0946-FKYTX,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,No,0,"One year",0
5076-YVXCM,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
8262-COGGB,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
6663-JOCQO,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"One year",0
9620-QJREV,Male,1,0,No,0,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
2276-YDAVZ,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
2682-KEVRP,Female,0,1,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
2480-JZOSN,Female,0,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
0078-XZMHT,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
5896-NPFWW,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
9978-HYCIN,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
8338-QIUNR,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"Two year",0
1525-LNLOJ,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
9450-TRJUU,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
1766-GKNMI,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
6942-LBFDP,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
1456-TWCGB,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
7133-VBDCG,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
7596-ZYWBB,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,"Two year",0
8329-UTMVM,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
3014-WJKSM,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3347-YJZZE,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
1029-QFBEN,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
7929-DMBCV,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
9661-JALZV,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
5433-KYGHE,Female,0,0,No,0,Yes,1,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
4312-KFRXN,Male,1,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
5575-TPIZQ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,Month-to-month,1
0114-IGABW,Female,0,0,Yes,1,No,0,No,0,DSL,0,No,0,Yes,1,"Two year",0
9944-AEXBM,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1853-ARAAQ,Female,0,0,No,0,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
