customerID;MonthlyCharges;tenure;Contract;Churn;CustomerValue;RiskLevel
5318-YKDPV;79.15;43;Two year;No;3403.45;Low Risk
7975-TZMLR;103.10;47;One year;No;4845.70;Low Risk
0295-QVKPB;63.95;5;Month-to-month;No;319.75;Medium Risk
4335-BSMJS;25.80;62;Two year;No;1599.60;Low Risk
2311-QYMUQ;89.45;16;Month-to-month;Yes;1431.20;High Risk
3643-AHCFP;95.60;7;Month-to-month;Yes;669.20;High Risk
9146-JRIOX;25.55;14;Month-to-month;No;357.70;Unknown Risk
3104-OWCGK;90.95;60;One year;Yes;5457.00;High Risk
5337-IIWKZ;44.85;34;Month-to-month;No;1524.90;Unknown Risk
9101-BWFSS;108.55;50;One year;Yes;5427.50;High Risk
9650-VBUOG;25.май;38;Two year;No;951.90;Low Risk
3487-EARAT;74.10;70;One year;No;5187.00;Low Risk
2672-TGEFF;88.80;37;Month-to-month;No;3285.60;Unknown Risk
9231-ZJYAM;78.85;4;Month-to-month;Yes;315.40;High Risk
4250-WAROZ;93.25;60;Month-to-month;No;5595.00;Unknown Risk
8184-WMOFI;71.40;62;One year;No;4426.80;Low Risk
6982-SSHFK;44.40;1;Month-to-month;Yes;44.40;High Risk
6092-QZVPP;79.20;36;Month-to-month;No;2851.20;Unknown Risk
4625-LAMOB;20.40;44;Two year;No;897.60;Low Risk
0727-BMPLR;100.00;55;One year;Yes;5500.00;High Risk
0392-BZIUW;105.00;72;Two year;No;7560.00;Low Risk
1038-ZAGBI;19.80;12;One year;Yes;237.60;High Risk
6549-NNDYT;30.85;13;Month-to-month;No;401.05;Unknown Risk
3027-ZTDHO;89.90;1;Month-to-month;Yes;89.90;High Risk
0422-OHQHQ;20.55;15;One year;No;308.25;Low Risk
6916-HIJSE;84.85;65;Two year;No;5515.25;Low Risk
2316-ESMLS;33.15;12;One year;No;397.80;Low Risk
9778-OGKQZ;92.00;72;Two year;No;6624.00;Low Risk
7408-OFWXJ;89.80;72;Two year;No;6465.60;Low Risk
6007-TCTST;115.80;72;Two year;No;8337.60;Low Risk
2252-NKNSI;85.15;52;Two year;No;4427.80;Low Risk
8713-IGZSO;24.85;2;Month-to-month;No;49.70;Medium Risk
7905-TVXTA;64.35;5;Month-to-month;No;321.75;Medium Risk
7695-PKLCZ;20.50;68;Two year;No;1394.00;Low Risk
2382-BCKQJ;100.15;62;One year;Yes;6209.30;High Risk
8374-UULRV;86.05;72;Two year;No;6195.60;Low Risk
2207-NHRJK;50.80;1;Month-to-month;Yes;50.80;High Risk
3224-DFQNQ;89.00;66;One year;No;5874.00;Low Risk
5275-PMFUT;64.80;72;Two year;No;4665.60;Low Risk
4795-UXVCJ;19.80;26;One year;No;514.80;Low Risk
9777-IQHWP;93.40;64;Two year;No;5977.60;Low Risk
0947-MUGVO;73.65;20;Month-to-month;Yes;1473.00;High Risk
9944-HKVVB;95.10;3;Month-to-month;Yes;285.30;High Risk
4124-MMETB;94.65;22;Month-to-month;Yes;2082.30;High Risk
3671-SHRSP;80.60;4;Month-to-month;Yes;322.40;High Risk
0979-MOZQI;39.00;62;Two year;No;2418.00;Low Risk
2732-ISEZX;20.50;5;Month-to-month;No;102.50;Medium Risk
3313-QKNKB;85.55;59;One year;Yes;5047.45;High Risk
0323-XWWTN;26.40;3;Two year;No;79.20;Unknown Risk
1937-OTUKY;98.20;72;Two year;No;7070.40;Low Risk
1573-LGXBA;97.55;57;One year;No;5560.35;Low Risk
1764-VUUMT;19.95;66;Two year;No;1316.70;Low Risk
5073-WXOYN;50.80;60;Month-to-month;Yes;3048.00;High Risk
4713-ZBURT;99.70;45;Two year;No;4486.50;Low Risk
3050-GBUSH;34.80;3;Month-to-month;No;104.40;Medium Risk
0207-MDKNV;105.10;15;Month-to-month;Yes;1576.50;High Risk
7876-AEHIG;60.15;51;One year;No;3067.65;Low Risk
7945-HLKEA;64.75;60;One year;No;3885.00;Low Risk
9342-VNIMQ;54.65;33;Month-to-month;No;1803.45;Unknown Risk
9851-KIELU;110.10;10;Month-to-month;Yes;1101.00;High Risk
3523-BRGUW;19.30;26;One year;No;501.80;Low Risk
3908-BLSYF;83.90;6;Month-to-month;Yes;503.40;High Risk
3199-NPKCN;111.25;67;One year;No;7453.75;Low Risk
5170-PTRKA;35.80;49;One year;No;1754.20;Low Risk
4661-NJEUX;20.май;1;Month-to-month;No;20.май;Medium Risk
2123-AGEEN;84.35;7;Month-to-month;No;590.45;Medium Risk
1258-YMZNM;110.50;27;One year;No;2983.50;Low Risk
0048-LUMLS;91.20;37;One year;No;3374.40;Low Risk
7549-MYGPK;100.55;63;Month-to-month;Yes;6334.65;High Risk
5898-IGSLP;89.30;31;Month-to-month;No;2768.30;Unknown Risk
3804-RVTGV;103.85;50;Month-to-month;Yes;5192.50;High Risk
6259-WJQLC;81.10;32;Month-to-month;No;2595.20;Unknown Risk
9227-LUNBG;24.60;1;Month-to-month;Yes;24.60;High Risk
7997-EASSD;81.20;63;One year;No;5115.60;Low Risk
0730-KOAVE;94.30;30;Month-to-month;No;2829.00;Unknown Risk
8975-SKGRX;116.10;71;Two year;No;8243.10;Low Risk
0678-RLHVP;105.55;53;Two year;No;5594.15;Low Risk
4315-MURBD;98.90;12;Month-to-month;Yes;1186.80;High Risk
2267-FPIMA;94.40;50;Month-to-month;No;4720.00;Unknown Risk
1051-GEJLJ;19.50;2;Month-to-month;No;39.00;Medium Risk
9734-YWGEX;98.30;9;Month-to-month;Yes;884.70;High Risk
2719-BDAQO;93.85;17;Month-to-month;Yes;1595.45;High Risk
5285-MVEHD;105.60;56;One year;No;5913.60;Low Risk
0379-DJQHR;81.35;67;Two year;No;5450.45;Low Risk
0781-LKXBR;100.50;9;Month-to-month;Yes;904.50;High Risk
5543-QDCRY;56.40;4;Month-to-month;No;225.60;Medium Risk
0297-RBCSG;65.35;19;One year;No;1241.65;Low Risk
4694-PHWFW;19.95;8;Month-to-month;No;159.60;Medium Risk
0835-JKADZ;111.25;71;Two year;No;7898.75;Low Risk
1907-UBQFC;72.85;10;Month-to-month;Yes;728.50;High Risk
7508-SMHXL;89.00;15;Month-to-month;No;1335.00;Unknown Risk
3865-YIOTT;106.10;72;One year;No;7639.20;Low Risk
5993-BQHEA;20.май;12;One year;No;240.60;Low Risk
6024-RUGGH;25.20;72;Two year;No;1814.40;Low Risk
6513-EECDB;73.55;1;Month-to-month;Yes;73.55;High Risk
3956-CJUST;75.40;23;Month-to-month;No;1734.20;Unknown Risk
4079-WWQQQ;65.55;72;Two year;No;4719.60;Low Risk
6103-BOCOU;80.70;26;Month-to-month;No;2098.20;Unknown Risk
5149-TGWDZ;104.55;21;One year;No;2195.55;Low Risk
7471-WNSUF;24.15;60;One year;No;1449.00;Low Risk
8942-DBMHZ;20.45;12;Month-to-month;No;245.40;Unknown Risk
4301-VVZKA;75.40;16;Month-to-month;No;1206.40;Unknown Risk
9199-PWQVC;79.70;63;One year;No;5021.10;Low Risk
4824-GUCBY;81.70;22;Month-to-month;No;1797.40;Unknown Risk
5393-HJZSM;76.30;32;Month-to-month;No;2441.60;Unknown Risk
7074-IEVOJ;79.40;3;Month-to-month;Yes;238.20;High Risk
9625-QSTYE;81.15;13;Month-to-month;Yes;1054.95;High Risk
0862-PRCBS;103.75;68;Two year;No;7055.00;Low Risk
8812-ZRHFP;86.45;30;One year;No;2593.50;Low Risk
5146-CBVOE;75.10;16;Month-to-month;No;1201.60;Unknown Risk
0454-OKRCT;80.60;33;Two year;No;2659.80;Low Risk
5787-KXGIY;19.30;72;Two year;No;1389.60;Low Risk
4750-ZRXIU;84.60;4;Month-to-month;Yes;338.40;High Risk
4198-VFOEA;33.60;12;One year;No;403.20;Low Risk
6630-UJZMY;83.25;4;Month-to-month;No;333.00;Medium Risk
5709-LVOEQ;80.85;0;Two year;No;0.00;Unknown Risk
6400-BWQKW;79.05;6;Month-to-month;Yes;474.30;High Risk
2692-AQCPF;108.05;65;One year;No;7023.25;Low Risk
0347-UBKUZ;19.90;15;Month-to-month;No;298.50;Unknown Risk
0835-DUUIQ;21.май;24;One year;No;505.20;Low Risk
0811-GSDTP;30.15;13;Month-to-month;No;391.95;Unknown Risk
7567-ECMCM;79.85;24;Month-to-month;No;1916.40;Unknown Risk
6115-ZTBFQ;65.50;72;Two year;No;4716.00;Low Risk
6353-BRMMA;104.10;54;Month-to-month;No;5621.40;Unknown Risk
6680-WKXRZ;74.40;3;Month-to-month;Yes;223.20;High Risk
6231-WFGFH;20.50;4;Month-to-month;No;82.00;Medium Risk
9904-EHEVJ;91.35;32;Month-to-month;No;2923.20;Unknown Risk
7028-DVOIQ;99.05;35;Month-to-month;Yes;3466.75;High Risk
6169-PPETC;20.50;35;Two year;No;717.50;Low Risk
4208-UFFGW;44.95;2;Month-to-month;Yes;89.90;High Risk
8584-KMVXD;75.60;8;Month-to-month;No;604.80;Medium Risk
8467-WYNSR;55.10;22;Month-to-month;No;1212.20;Unknown Risk
0851-DFJKB;58.95;15;Month-to-month;No;884.25;Unknown Risk
5382-SOYZL;95.10;22;Month-to-month;No;2092.20;Unknown Risk
9448-REEVD;44.70;1;Month-to-month;Yes;44.70;High Risk
3261-CQXOL;25.45;71;Two year;No;1806.95;Low Risk
8388-FYNPZ;56.75;4;Month-to-month;No;227.00;Medium Risk
4002-BQWPQ;81.75;25;Month-to-month;No;2043.75;Unknown Risk
5651-YLPRD;86.10;32;Month-to-month;No;2755.20;Unknown Risk
2826-DXLQO;29.80;7;Month-to-month;No;208.60;Medium Risk
4378-BZYFP;20.50;17;One year;No;348.50;Low Risk
9489-UTFKA;60.90;8;Month-to-month;No;487.20;Medium Risk
4849-PYRLQ;73.25;56;Two year;No;4102.00;Low Risk
9117-SHLZX;45.70;1;Month-to-month;Yes;45.70;High Risk
9889-TMAHG;100.30;8;Month-to-month;Yes;802.40;High Risk
4541-RMRLG;19.25;7;Month-to-month;Yes;134.75;High Risk
7764-BDPEE;20.85;3;Month-to-month;No;62.55;Medium Risk
3429-IFLEM;77.35;71;Two year;No;5491.85;Low Risk
3158-MOERK;96.00;2;Month-to-month;Yes;192.00;High Risk
7294-TMAOP;90.55;1;Month-to-month;Yes;90.55;High Risk
5002-GCQFH;93.85;49;Month-to-month;No;4598.65;Unknown Risk
0556-FJEGU;70.10;58;Two year;No;4065.80;Low Risk
8919-FYFQZ;30.35;44;Month-to-month;Yes;1335.40;High Risk
0604-THJFP;75.95;59;Two year;No;4481.05;Low Risk
2834-JRTUA;108.05;71;Two year;Yes;7671.55;High Risk
5875-YPQFJ;69.90;1;Month-to-month;Yes;69.90;High Risk
5879-SESNB;75.25;11;Month-to-month;No;827.75;Medium Risk
6646-QVXLR;103.75;62;One year;Yes;6432.50;High Risk
6461-PPAXN;54.95;35;One year;No;1923.25;Low Risk
3318-ISQFQ;19.50;20;Month-to-month;No;390.00;Unknown Risk
1106-HRLKZ;19.60;40;Two year;No;784.00;Low Risk
2483-XSSMZ;47.85;39;One year;No;1866.15;Low Risk
8603-IJWDN;86.60;1;Month-to-month;Yes;86.60;High Risk
8165-ZJRNM;23.75;72;Two year;No;1710.00;Low Risk
9369-XFEHK;80.60;33;Month-to-month;Yes;2659.80;High Risk
2604-XVDAM;43.80;12;Month-to-month;No;525.60;Unknown Risk
3717-OFRTN;19.75;1;Month-to-month;No;19.75;Medium Risk
9046-JBFWA;19.15;27;Month-to-month;No;517.05;Unknown Risk
3280-NMUVX;19.60;34;One year;No;666.40;Low Risk
1206-EHBDD;80.30;56;Two year;No;4496.80;Low Risk
8361-LBRDI;24.35;58;Two year;No;1412.30;Low Risk
4883-KCPZJ;25.25;22;Two year;No;555.50;Low Risk
9108-EQPNQ;26.окт;10;Two year;No;261.00;Unknown Risk
7277-KAMWT;20.00;13;Two year;No;260.00;Low Risk
3842-IYKUE;85.30;35;Month-to-month;Yes;2985.50;High Risk
6641-XRPSU;70.00;34;Month-to-month;Yes;2380.00;High Risk
1374-DMZUI;94.30;4;Month-to-month;Yes;377.20;High Risk
2545-LXYVJ;20.70;72;Two year;No;1490.40;Low Risk
3234-VKACU;70.30;2;Month-to-month;No;140.60;Medium Risk
